timestamp,open,high,low,close,volume
2025-04-28 03:45:00,24070.25,24152.2,24054.05,24131.55,0
2025-04-28 03:50:00,24130.15,24138.15,24082.1,24090.7,0
2025-04-28 03:55:00,24089.5,24136.2,24082.75,24117.95,0
2025-04-28 04:00:00,24117.05,24185.85,24108.65,24184.3,0
2025-04-28 04:05:00,24184.0,24227.8,24177.65,24221.65,0
2025-04-28 04:10:00,24222.7,24226.2,24173.45,24176.6,0
2025-04-28 04:15:00,24175.75,24216.8,24175.75,24188.1,0
2025-04-28 04:20:00,24186.7,24207.9,24174.3,24196.8,0
2025-04-28 04:25:00,24197.5,24231.95,24183.0,24229.3,0
2025-04-28 04:30:00,24228.6,24236.15,24217.8,24229.8,0
2025-04-28 04:35:00,24229.45,24266.55,24229.45,24265.25,0
2025-04-28 04:40:00,24264.8,24279.3,24252.9,24275.85,0
2025-04-28 04:45:00,24276.0,24283.0,24265.3,24275.45,0
2025-04-28 04:50:00,24275.45,24280.2,24238.0,24245.55,0
2025-04-28 04:55:00,24245.5,24263.0,24229.35,24236.85,0
2025-04-28 05:00:00,24238.05,24263.15,24237.7,24254.6,0
2025-04-28 05:05:00,24254.25,24262.65,24240.9,24259.15,0
2025-04-28 05:10:00,24258.1,24259.05,24244.1,24245.35,0
2025-04-28 05:15:00,24245.45,24263.85,24242.8,24258.95,0
2025-04-28 05:20:00,24257.9,24282.9,24252.9,24272.45,0
2025-04-28 05:25:00,24271.85,24280.4,24263.2,24276.9,0
2025-04-28 05:30:00,24276.75,24278.6,24262.9,24268.5,0
2025-04-28 05:35:00,24267.95,24282.2,24258.3,24278.6,0
2025-04-28 05:40:00,24279.2,24280.5,24227.75,24235.0,0
2025-04-28 05:45:00,24236.2,24244.15,24210.75,24226.0,0
2025-04-28 05:50:00,24225.1,24246.25,24222.4,24229.25,0
2025-04-28 05:55:00,24228.8,24253.7,24227.05,24252.9,0
2025-04-28 06:00:00,24253.95,24265.85,24248.65,24265.25,0
2025-04-28 06:05:00,24264.9,24270.9,24260.45,24265.95,0
2025-04-28 06:10:00,24265.05,24280.45,24265.0,24276.55,0
2025-04-28 06:15:00,24276.55,24285.4,24267.95,24270.55,0
2025-04-28 06:20:00,24270.7,24288.8,24270.7,24272.55,0
2025-04-28 06:25:00,24272.35,24275.25,24261.3,24271.5,0
2025-04-28 06:30:00,24271.6,24291.65,24271.6,24282.8,0
2025-04-28 06:35:00,24285.05,24297.9,24272.15,24275.2,0
2025-04-28 06:40:00,24278.8,24296.5,24274.1,24289.65,0
2025-04-28 06:45:00,24292.3,24329.35,24286.95,24327.65,0
2025-04-28 06:50:00,24329.75,24336.2,24320.5,24321.3,0
2025-04-28 06:55:00,24325.65,24346.55,24320.1,24344.85,0
2025-04-28 07:00:00,24347.45,24352.1,24336.2,24343.7,0
2025-04-28 07:05:00,24346.7,24347.75,24331.9,24340.95,0
2025-04-28 07:10:00,24345.25,24345.25,24326.6,24336.45,0
2025-04-28 07:15:00,24339.5,24343.4,24333.15,24336.15,0
2025-04-28 07:20:00,24338.65,24345.25,24334.9,24335.9,0
2025-04-28 07:25:00,24338.2,24355.1,24332.15,24348.75,0
2025-04-28 07:30:00,24350.7,24352.5,24326.7,24330.9,0
2025-04-28 07:35:00,24334.7,24341.5,24313.5,24338.95,0
2025-04-28 07:40:00,24341.4,24349.3,24328.25,24339.0,0
2025-04-28 07:45:00,24341.85,24351.55,24328.7,24329.15,0
2025-04-28 07:50:00,24330.7,24336.05,24319.9,24333.75,0
2025-04-28 07:55:00,24336.35,24336.4,24323.15,24331.9,0
2025-04-28 08:00:00,24335.1,24342.05,24323.2,24337.75,0
2025-04-28 08:05:00,24339.6,24347.1,24323.35,24335.15,0
2025-04-28 08:10:00,24338.55,24343.6,24334.5,24341.95,0
2025-04-28 08:15:00,24344.6,24351.6,24341.7,24347.1,0
2025-04-28 08:20:00,24348.75,24351.55,24329.9,24333.15,0
2025-04-28 08:25:00,24336.55,24337.65,24325.9,24332.0,0
2025-04-28 08:30:00,24335.85,24339.2,24328.3,24332.55,0
2025-04-28 08:35:00,24333.85,24343.05,24331.6,24334.05,0
2025-04-28 08:40:00,24336.95,24352.3,24333.8,24350.6,0
2025-04-28 08:45:00,24352.6,24353.7,24326.05,24327.0,0
2025-04-28 08:50:00,24328.3,24328.35,24304.7,24304.7,0
2025-04-28 08:55:00,24308.3,24314.9,24293.55,24305.05,0
2025-04-28 09:00:00,24308.0,24321.65,24302.8,24302.8,0
2025-04-28 09:05:00,24305.4,24305.4,24280.9,24281.55,0
2025-04-28 09:10:00,24284.05,24284.05,24265.45,24273.65,0
2025-04-28 09:15:00,24276.45,24283.75,24260.9,24281.2,0
2025-04-28 09:20:00,24283.25,24313.6,24277.85,24311.8,0
2025-04-28 09:25:00,24313.55,24325.6,24306.3,24318.45,0
2025-04-28 09:30:00,24322.2,24341.3,24320.6,24327.95,0
2025-04-28 09:35:00,24329.9,24330.25,24311.85,24314.2,0
2025-04-28 09:40:00,24314.6,24327.95,24312.9,24324.1,0
2025-04-28 09:45:00,24325.6,24337.2,24325.25,24335.8,0
2025-04-28 09:50:00,24336.5,24337.75,24322.05,24322.45,0
2025-04-28 09:55:00,24322.4,24330.05,24309.55,24312.9,0
